,Date,Target_FR12Mts,Class,XLF,XLK,XLI,HY,XLY,XLU,XLP,SPY,VBMFX,Prob
0,12/1/1998,0.19,1,,,,,,,,,,
1,1/1/1999,0.09,1,,,,,,,,,,
2,2/1/1999,0.11,1,,,,,,,,,,
3,3/1/1999,0.17,1,,,,,,,,,,
4,4/1/1999,0.09,1,,,,,,,,,,
5,5/1/1999,0.1,1,,,,,,,,,,
6,6/1/1999,0.06,0,21.197197,40.484375,29.8125,6.56,29.78125,30.640625,25.59375,137.0,9.81,0.5727083333333333
7,7/1/1999,0.08,0,,,,,,,,,,
8,8/1/1999,0.15,1,,,,,,,,,,
9,9/1/1999,0.12,1,17.973192,41.25,28.75,6.33,26.078125,29.78125,22.75,128.75,9.73,0.30041666666666683
10,10/1/1999,0.04,0,20.765638,42.5,28.125,6.24,28.390625,29.9375,24.828125,137.0,9.71,0.14687499999999995
11,11/1/1999,-0.05,0,,,,,,,,,,
12,12/1/1999,-0.11,0,,,,,,,,,,
13,1/1/2000,-0.02,0,,,,,,,,,,
14,2/1/2000,-0.1,0,,,,,,,,,,
15,3/1/2000,-0.22,0,19.712124,60.5625,29.203125,6.16,29.265625,26.734375,21.21875,150.375,9.63,0.030833333333333327
16,4/1/2000,-0.13,0,19.902519,55.0,29.625,6.04,28.65625,28.484375,22.34375,145.09375,9.53,0.0067708333333333336
17,5/1/2000,-0.12,0,,,,,,,,,,
18,6/1/2000,-0.16,0,19.293257,54.1875,28.28125,5.87,25.59375,27.25,25.234375,145.28125,9.61,0.10854166666666668
19,7/1/2000,-0.15,0,20.99411,51.3125,28.71875,5.83,26.0,27.671875,24.3125,143.0,9.64,0.04208333333333332
20,8/1/2000,-0.25,0,,,,,,,,,,
21,9/1/2000,-0.27,0,,,,,,,,,,
22,10/1/2000,-0.26,0,,,,,,,,,,
23,11/1/2000,-0.14,0,,,,,,,,,,
24,12/1/2000,-0.13,0,23.964256,31.3125,31.25,5.18,25.59375,33.1875,28.5625,131.1875,9.96,0.11447916666666666
25,1/1/2001,-0.17,0,23.907393,37.299999,31.370001000000002,5.34,28.57,31.32,26.48,137.020004,10.08,0.20354166666666665
26,2/1/2001,-0.1,0,,,,,,,,,,
27,3/1/2001,-0.02,0,,,,,,,,,,
28,4/1/2001,-0.15,0,,,,,,,,,,
29,5/1/2001,-0.15,0,,,,,,,,,,
30,6/1/2001,-0.19,0,23.070675,28.17,28.9,4.95,27.67,31.15,24.309998999999998,122.599998,10.04,0.07520833333333335
31,7/1/2001,-0.25,0,,,,,,,,,,
32,8/1/2001,-0.2,0,,,,,,,,,,
33,9/1/2001,-0.22,0,20.04874,19.25,23.67,4.44,22.969998999999998,29.26,25.059998999999998,104.440002,10.31,0.145
34,10/1/2001,-0.16,0,,,,,,,,,,
35,11/1/2001,-0.18,0,,,,,,,,,,
36,12/1/2001,-0.23,0,,,,,,,,,,
37,1/1/2002,-0.24,0,,,,,,,,,,
38,2/1/2002,-0.24,0,20.755484,20.65,26.6,4.65,29.700001,26.969998999999998,25.76,111.150002,10.21,0.27375
39,3/1/2002,-0.26,0,,,,,,,,,,
40,4/1/2002,-0.15,0,,,,,,,,,,
41,5/1/2002,-0.1,0,,,,,,,,,,
42,6/1/2002,-0.01,0,,,,,,,,,,
43,7/1/2002,0.09,1,,,,,,,,,,
44,8/1/2002,0.11,1,,,,,,,,,,
45,9/1/2002,0.22,1,16.791227,11.83,19.52,4.04,22.67,18.67,19.790001,81.790001,10.36,1.0
46,10/1/2002,0.19,1,,,,,,,,,,
47,11/1/2002,0.13,1,,,,,,,,,,
48,12/1/2002,0.26,1,,,,,,,,,,
49,1/1/2003,0.32,1,,,,,,,,,,
50,2/1/2003,0.35,1,,,,,,,,,,
51,3/1/2003,0.33,1,,,,,,,,,,
52,4/1/2003,0.21,1,,,,,,,,,,
53,5/1/2003,0.16,1,,,,,,,,,,
54,6/1/2003,0.17,1,,,,,,,,,,
55,7/1/2003,0.12,1,20.812347,17.6,23.129998999999998,4.87,27.59,20.639999,20.129998999999998,99.389999,10.13,0.9644791666666666
56,8/1/2003,0.1,1,,,,,,,,,,
57,9/1/2003,0.12,1,,,,,,,,,,
58,10/1/2003,0.08,0,,,,,,,,,,
59,11/1/2003,0.11,1,,,,,,,,,,
60,12/1/2003,0.09,1,22.851341,20.379998999999998,26.76,5.3,31.49,23.33,21.780001000000002,111.279999,10.31,0.017812499999999995
61,1/1/2004,0.04,0,,,,,,,,,,
62,2/1/2004,0.05,0,,,,,,,,,,
63,3/1/2004,0.04,0,,,,,,,,,,
64,4/1/2004,0.04,0,,,,,,,,,,
65,5/1/2004,0.06,0,,,,,,,,,,
66,6/1/2004,0.04,0,23.216896,20.700001,28.66,5.08,31.629998999999998,23.76,23.09,114.529999,10.09,0.025624999999999995
67,7/1/2004,0.12,1,22.721365,19.440001000000002,27.860001,4.99,30.43,24.120001000000002,21.950001,110.839996,10.15,0.24708333333333307
68,8/1/2004,0.1,1,23.460601999999998,18.58,27.879998999999998,5.02,30.370001000000002,25.1,22.34,111.110001,10.31,0.37968749999999996
69,9/1/2004,0.1,1,23.119415,19.120001000000002,28.379998999999998,5.06,31.200001,25.049999,21.66,111.760002,10.29,0.18447916666666667
70,10/1/2004,0.06,0,,,,,,,,,,
71,11/1/2004,0.06,0,,,,,,,,,,
72,12/1/2004,0.03,0,,,,,,,,,,
73,1/1/2005,0.08,0,24.264826,19.92,30.200001,5.24,33.779999,28.440001000000002,23.35,118.160004,10.3,0.03947916666666665
74,2/1/2005,0.06,0,,,,,,,,,,
75,3/1/2005,0.1,1,23.062551000000003,19.559998999999998,30.43,5.13,33.16,29.15,23.02,117.959999,10.11,0.14124999999999996
76,4/1/2005,0.14,1,,,,,,,,,,
77,5/1/2005,0.07,0,,,,,,,,,,
78,6/1/2005,0.07,0,,,,,,,,,,
79,7/1/2005,0.03,0,24.313566,21.049999,30.5,5.18,34.639998999999996,32.27,23.48,123.739998,10.16,0.41354166666666664
80,8/1/2005,0.07,0,,,,,,,,,,
81,9/1/2005,0.09,1,,,,,,,,,,
82,10/1/2005,0.15,1,24.711617,20.42,29.73,4.92,31.83,31.450001,23.17,120.129997,9.99,0.4641666666666666
83,11/1/2005,0.12,1,,,,,,,,,,
84,12/1/2005,0.14,1,25.727051,20.9,31.42,5.11,32.650002,31.389999,23.290001,124.510002,10.06,0.8340625000000002
85,1/1/2006,0.13,1,,,,,,,,,,
86,2/1/2006,0.1,1,26.506905,21.65,32.490002000000004,5.17,33.470001,32.57,23.530001000000002,128.229996,10.01,0.999375
87,3/1/2006,0.09,1,,,,,,,,,,
88,4/1/2006,0.13,1,,,,,,,,,,
89,5/1/2006,0.2,1,,,,,,,,,,
90,6/1/2006,0.18,1,,,,,,,,,,
91,7/1/2006,0.14,1,,,,,,,,,,
92,8/1/2006,0.13,1,,,,,,,,,,
93,9/1/2006,0.14,1,28.123476,22.0,33.34,5.18,34.950001,33.990002000000004,25.379998999999998,133.580002,9.98,0.9438541666666664
94,10/1/2006,0.12,1,,,,,,,,,,
95,11/1/2006,0.06,0,,,,,,,,,,
96,12/1/2006,0.03,0,29.845653999999996,23.26,35.009997999999996,5.64,38.360001000000004,36.720001,26.120001000000002,141.619995,9.99,0.018125
97,1/1/2007,-0.04,0,30.121853,23.73,35.740002000000004,5.71,39.459998999999996,36.59,26.65,143.75,9.94,0.005
98,2/1/2007,-0.05,0,,,,,,,,,,
99,3/1/2007,-0.07,0,,,,,,,,,,
100,4/1/2007,-0.07,0,,,,,,,,,,
101,5/1/2007,-0.08,0,,,,,,,,,,
102,6/1/2007,-0.15,0,,,,,,,,,,
103,7/1/2007,-0.13,0,,,,,,,,,,
104,8/1/2007,-0.13,0,27.416735,26.040001,39.419998,5.44,37.23,38.599998,26.9,147.58999599999999,9.95,0.0040625
105,9/1/2007,-0.24,0,,,,,,,,,,
106,10/1/2007,-0.37,0,,,,,,,,,,
107,11/1/2007,-0.39,0,,,,,,,,,,
108,12/1/2007,-0.38,0,23.501219,26.66,39.16,5.15,32.700001,42.330002,28.799999,146.21000700000002,10.16,0.03552083333333333
109,1/1/2008,-0.4,0,23.671812,23.25,37.0,5.03,32.580002,39.220001,27.200001,137.369995,10.3,0.11520833333333332
110,2/1/2008,-0.45,0,,,,,,,,,,
111,3/1/2008,-0.4,0,20.203087,22.4,37.400002,4.58,30.719998999999998,37.939999,27.860001,131.970001,10.26,0.09614583333333332
112,4/1/2008,-0.37,0,21.616571,23.799999,38.5,4.59,31.450001,39.880001,27.65,138.259995,10.18,0.06739583333333334
113,5/1/2008,-0.34,0,20.113729,25.35,38.84,4.54,32.310001,41.310001,28.49,140.350006,10.07,0.05625000000000001
114,6/1/2008,-0.28,0,,,,,,,,,,
115,7/1/2008,-0.22,0,17.571081,22.35,34.279999,4.2,28.530001000000002,38.080002,27.4,126.83000200000001,9.99,0.09281250000000002
116,8/1/2008,-0.2,0,,,,,,,,,,
117,9/1/2008,-0.09,0,16.157595,19.85,30.799999,3.58,27.9,33.23,27.6,115.989998,9.87,0.3340625
118,10/1/2008,0.07,0,,,,,,,,,,
119,11/1/2008,0.22,1,10.284322,15.25,23.110001,2.44,20.49,30.120001000000002,24.07,90.089996,9.89,0.9067708333333334
120,12/1/2008,0.23,1,,,,,,,,,,
121,1/1/2009,0.3,1,,,,,,,,,,
122,2/1/2009,0.5,1,,,,,,,,,,
123,3/1/2009,0.47,1,,,,,,,,,,
124,4/1/2009,0.36,1,,,,,,,,,,
125,5/1/2009,0.18,1,,,,,,,,,,
126,6/1/2009,0.12,1,9.707555000000001,18.209999,21.959999,2.54,23.08,27.889999,22.99,91.949997,10.17,0.9961458333333333
127,7/1/2009,0.12,1,10.568644,19.700001,23.879998999999998,2.71,25.27,28.940001000000002,24.52,98.809998,10.28,0.5432291666666668
128,8/1/2009,0.03,0,,,,,,,,,,
129,9/1/2009,0.08,0,,,,,,,,,,
130,10/1/2009,0.14,1,,,,,,,,,,
131,11/1/2009,0.08,0,,,,,,,,,,
132,12/1/2009,0.13,1,11.697806,22.93,27.790001,3.43,29.77,31.02,26.469998999999998,111.440002,10.35,0.38635416666666683
133,1/1/2010,0.2,1,,,,,,,,,,
134,2/1/2010,0.2,1,,,,,,,,,,
135,3/1/2010,0.13,1,,,,,,,,,,
136,4/1/2010,0.15,1,,,,,,,,,,
137,5/1/2010,0.23,1,11.925264,21.639999,29.6,3.64,32.369999,28.76,26.35,109.370003,10.57,0.7635416666666667
138,6/1/2010,0.28,1,,,,,,,,,,
139,7/1/2010,0.17,1,,,,,,,,,,
140,8/1/2010,0.16,1,11.015433999999999,20.690001000000002,28.190001000000002,3.56,30.190001000000002,30.809998999999998,26.48,105.309998,10.91,0.6254166666666667
141,9/1/2010,-0.01,0,,,,,,,,,,
142,10/1/2010,0.06,0,,,,,,,,,,
143,11/1/2010,0.05,0,,,,,,,,,,
144,12/1/2010,0.0,0,12.956945,25.190001000000002,34.869999,3.93,37.41,31.34,29.309998999999998,125.75,10.6,0.055
145,1/1/2011,0.02,0,,,,,,,,,,
146,2/1/2011,0.03,0,,,,,,,,,,
147,3/1/2011,0.06,0,,,,,,,,,,
148,4/1/2011,0.03,0,,,,,,,,,,
149,5/1/2011,-0.03,0,,,,,,,,,,
150,6/1/2011,0.03,0,12.469536999999999,25.700001,37.240002000000004,3.82,40.209998999999996,33.48,31.23,131.970001,10.69,0.16385416666666663
151,7/1/2011,0.06,0,,,,,,,,,,
152,8/1/2011,0.15,1,10.869212,24.440001000000002,32.400002,3.38,37.57,33.889998999999996,30.889999,122.220001,10.96,0.6875000000000001
153,9/1/2011,0.27,1,9.593826,23.6,29.219998999999998,3.2,34.860001000000004,33.619999,29.66,113.150002,11.03,0.7552083333333333
154,10/1/2011,0.13,1,10.966694,26.01,33.419998,3.32,39.02,34.849998,31.040001,125.5,11.02,0.8355208333333332
155,11/1/2011,0.14,1,,,,,,,,,,
156,12/1/2011,0.13,1,,,,,,,,,,
157,1/1/2012,0.14,1,,,,,,,,,,
158,2/1/2012,0.11,1,,,,,,,,,,
159,3/1/2012,0.11,1,,,,,,,,,,
160,4/1/2012,0.14,1,,,,,,,,,,
161,5/1/2012,0.24,1,11.380991,27.93,34.669998,3.42,43.099998,35.860001000000004,33.779999,131.470001,11.12,0.9984375
162,6/1/2012,0.18,1,,,,,,,,,,
163,7/1/2012,0.23,1,,,,,,,,,,
164,8/1/2012,0.16,1,,,,,,,,,,
165,9/1/2012,0.17,1,,,,,,,,,,
166,10/1/2012,0.24,1,,,,,,,,,,
167,11/1/2012,0.27,1,,,,,,,,,,
168,12/1/2012,0.3,1,,,,,,,,,,
169,1/1/2013,0.19,1,,,,,,,,,,
170,2/1/2013,0.23,1,14.289195999999999,29.629998999999998,40.970001,3.82,50.93,37.43,38.09,151.610001,11.03,1.0
171,3/1/2013,0.19,1,,,,,,,,,,
172,4/1/2013,0.18,1,,,,,,,,,,
173,5/1/2013,0.18,1,16.116978,31.66,43.529999,3.9,56.119999,37.68,40.049999,163.449997,10.87,0.9566666666666669
174,6/1/2013,0.22,1,,,,,,,,,,
175,7/1/2013,0.14,1,,,,,,,,,,
176,8/1/2013,0.23,1,15.792039,31.4,44.040001000000004,3.78,57.68,37.299999,39.509997999999996,163.649994,10.58,0.9844791666666666
177,9/1/2013,0.17,1,,,,,,,,,,
178,10/1/2013,0.15,1,16.709991,33.650002,48.619999,3.89,63.41,38.779999,42.349998,175.78999299999998,10.72,0.9980208333333332
179,11/1/2013,0.14,1,,,,,,,,,,
180,12/1/2013,0.11,1,,,,,,,,,,
181,1/1/2014,0.12,1,,,,,,,,,,
182,2/1/2014,0.13,1,,,,,,,,,,
183,3/1/2014,0.1,1,18.147848,36.349998,52.330002,3.92,64.720001,41.459998999999996,43.060001,187.009995,10.69,0.9518749999999995
184,4/1/2014,0.11,1,,,,,,,,,,
185,5/1/2014,0.1,1,,,,,,,,,,
186,6/1/2014,0.05,0,18.472786,38.349998,54.060001,3.96,66.739998,44.259997999999996,44.619999,195.720001,10.83,0.5522916666666672
187,7/1/2014,0.09,1,,,,,,,,,,
188,8/1/2014,-0.01,0,,,,,,,,,,
189,9/1/2014,-0.03,0,,,,,,,,,,
190,10/1/2014,0.04,0,19.366369,40.540001000000004,55.209998999999996,3.79,68.099998,45.470001,46.709998999999996,201.66000400000001,10.86,0.09864583333333334
191,11/1/2014,0.01,0,,,,,,,,,,
192,12/1/2014,-0.01,0,24.950001,41.349998,57.490002000000004,3.6,72.150002,47.970001,48.490002000000004,205.53999299999998,10.87,0.1078125
193,1/1/2015,-0.03,0,23.389999,39.900002,55.990002000000004,3.58,69.989998,48.189999,48.02,199.449997,11.1,0.5593750000000005
194,2/1/2015,-0.08,0,19.780666,43.09,56.380001,3.64,75.970001,45.23,50.009997999999996,210.66000400000001,10.96,0.40854166666666664
195,3/1/2015,0.0,0,,,,,,,,,,
196,4/1/2015,-0.01,0,,,,,,,,,,
197,5/1/2015,-0.01,0,19.983753,43.369999,55.810001,3.63,76.300003,44.639998999999996,48.790001000000004,211.13999900000002,10.85,0.14010416666666667
198,6/1/2015,0.02,0,,,,,,,,,,
199,7/1/2015,0.03,0,,,,,,,,,,
200,8/1/2015,0.09,1,,,,,,,,,,
201,9/1/2015,0.13,1,,,,,,,,,,
202,10/1/2015,0.02,0,,,,,,,,,,
203,11/1/2015,0.06,0,,,,,,,,,,
204,12/1/2015,0.1,1,,,,,,,,,,
205,1/1/2016,0.17,1,17.644192,41.240002000000004,49.990002000000004,3.15,74.110001,45.419998,50.759997999999996,193.720001,10.77,0.9818749999999998
206,2/1/2016,0.22,1,,,,,,,,,,
207,3/1/2016,0.15,1,18.277822,44.360001000000004,55.470001,3.22,79.099998,49.619999,53.060001,205.520004,10.9,0.7567708333333333
208,4/1/2016,0.15,1,18.935825,42.130001,56.16,3.31,79.199997,48.419998,52.299999,206.330002,10.92,0.6682291666666669
209,5/1/2016,0.15,1,19.293257,44.189999,55.919998,3.32,79.239998,49.150002,52.66,209.83999599999999,10.9,0.7423958333333333
210,6/1/2016,0.15,1,,,,,,,,,,
211,7/1/2016,0.14,1,,,,,,,,,,
212,8/1/2016,0.14,1,,,,,,,,,,
213,9/1/2016,0.16,1,,,,,,,,,,
214,10/1/2016,0.21,1,,,,,,,,,,
215,11/1/2016,0.2,1,22.51,47.5,62.41,3.42,81.849998,46.75,50.580002,220.38000499999998,10.65,0.8758333333333331
216,12/1/2016,0.19,1,23.25,48.360001000000004,62.220001,3.47,81.400002,48.57,51.709998999999996,223.52999900000003,10.62,0.8771874999999999
217,1/1/2017,0.24,1,,,,,,,,,,
218,2/1/2017,0.15,1,,,,,,,,,,
219,3/1/2017,0.12,1,,,,,,,,,,
220,4/1/2017,0.11,1,23.530001000000002,54.380001,66.339996,3.54,90.059998,51.700001,55.18,238.080002,10.74,0.9961458333333333
221,5/1/2017,0.12,1,,,,,,,,,,
222,6/1/2017,0.12,1,24.67,54.720001,68.110001,3.53,89.629997,51.959998999999996,54.939999,241.80000299999998,10.77,0.9953124999999997
223,7/1/2017,0.14,1,,,,,,,,,,
224,8/1/2017,0.17,1,,,,,,,,,,
225,9/1/2017,0.16,1,25.860001,59.099998,71.0,3.54,90.08000200000001,53.049999,53.98,251.229996,10.78,0.6489583333333347
226,10/1/2017,0.05,0,,,,,,,,,,
227,11/1/2017,0.04,0,27.52,63.84,74.510002,3.5,96.650002,56.599998,56.049999,265.01001,10.73,0.44625
228,12/1/2017,-0.06,0,27.91,63.950001,75.66999799999999,3.51,98.690002,52.68,56.889998999999996,266.859985,10.75,0.4479166666666668
229,1/1/2018,-0.04,0,,,,,,,,,,
230,2/1/2018,0.03,0,,,,,,,,,,
231,3/1/2018,0.07,0,,,,,,,,,,
232,4/1/2018,0.11,1,,,,,,,,,,
233,5/1/2018,0.02,0,,,,,,,,,,
234,6/1/2018,0.08,0,26.59,69.470001,71.629997,3.41,109.300003,51.959998999999996,51.529999,271.27999900000003,10.43,0.48135416666666747
235,7/1/2018,0.06,0,,,,,,,,,,
236,8/1/2018,0.01,0,28.33,75.599998,77.099998,3.44,116.949997,53.470001,53.779999,290.309998,10.44,0.0334375
237,9/1/2018,0.02,0,,,,,,,,,,
238,10/1/2018,0.12,1,26.280001000000002,69.300003,69.879997,3.37,105.379997,53.689999,55.009997999999996,270.630005,10.26,0.7368749999999997
239,11/1/2018,0.14,1,,,,,,,,,,
240,12/1/2018,0.29,1,,,,,,,,,,
